access,addr:city,addr:country,addr:district,addr:floor,addr:full,addr:housenumber,addr:place,addr:postcode,addr:province,addr:street,amenity,bicycle,branch,brand,brand:en,brand:wikidata,brand:wikipedia,capacity,capacity:motorcar,charging,charging_station:battery_swapping,construction,covered,description,fee,fuel:octane_92,fuel:octane_95,fuel:octane_98,layer,level,mobile_phones,moped,motorcar,motorcycle,name,name:en,name:ja,name:zh,netbook,network,note,opening_hours,operator,operator:wikidata,operator:wikipedia,parking:fee,payment:app,phone,postal_code,ref,scooter,short_name,socket,socket:j1772,socket:tesla_supercharger,socket:tesla_supercharger:output,socket:type1,socket:type1:output,socket:type2_combo,socket:type2_combo:output,truck,voltage,website,wheelchair,longitude,latitude
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.7320362,24.2512589
,臺中市,TW,豐原區,,,2,,,,三和路349巷,charging_station,,HiLife 豐原三和店站,,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,42057,,,,,,,,,,,,,,,,120.7043227,24.2317691
,臺中市,TW,北屯區,,,613,,,,文心路四段,charging_station,,福懋文心路加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,40654,,,,,,,,,,,,,,,,120.6859083,24.1725521
,,,,,,,,,,,charging_station,,福懋大甲加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.6276461,24.3505733
,,,,,,,,,,,charging_station,,中油大甲加油站,,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,120.6318517,24.3547987
,,,,,,,,,,,charging_station,,全聯台中大甲店站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.62005,24.3463338
,,,,,,,,,,,charging_station,,HiLife 中縣大甲店站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.6168471,24.3492467
,,,,,,,,,,,charging_station,,中油大安加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.5887668,24.3433023
,,,,,,,,,,,charging_station,,台糖月眉加油站,,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,120.6960391,24.3131353
,,,,,,,,,,,charging_station,,中油后里加油站,,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,120.7238419,24.3156965
,,,,,,,,,,,charging_station,,全聯后里文明店站,,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,120.7216948,24.3054759
,,,,,,,,,,,charging_station,,台糖七星加油站,,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,120.7239745,24.2977534
,臺中市,TW,新社區,,,13,,42641,,中和街,charging_station,,全聯台中新社店站,,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,120.808869,24.2482046
,,,,,,,,,,,charging_station,,全聯大雅民生店站,,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,120.6685612,24.2365062
,,,,,,,,,,,charging_station,,臺中市大雅區公所站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.6481926,24.2292134
,,,,,,,,,,,charging_station,,全聯台中雅環店站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.6527901,24.2261722
,,,,,,,,,,,charging_station,,中油大雅中清路加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.648397,24.2178542
,,,,,,,,,,,charging_station,,,"Tesla, Inc.",,Q478214,,,,,,,,,,,,,,,,,,,Tesla,,,,,,,,,,,,,,,,,Tesla,,,,,,,,,,,,,120.5884364,24.1370666
,臺中市,TW,石岡區,,,118,,42265,,明德路,charging_station,,7-ELEVEN 新石岡店站,,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,120.7771289,24.2745708
,臺中市,TW,東勢區,,,41之5,,42341,,東蘭路,charging_station,,7-ELEVEN 東泰店站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.8261728,24.2647406
,臺中市,TW,潭子區,,,107,,,,雅潭路二段,charging_station,,北基雅潭加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,42756,,,,,,,,,,,,,,,,120.6942907,24.2157732
,臺中市,TW,北屯區,,,225,,,,崇德二路二段,charging_station,,車麗屋台中崇德店站,,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,40670,,,,,,,,,,,,,,,,120.6825528,24.1776878
,,,,,,,,,,,charging_station,,,,,,,,,,,,,新興國中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1864242,22.9776184
,,,,,,,,,,,charging_station,,,,,,,,,,,,,廣州里活動中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.194509,22.9842916
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,gogoro電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.5736946,25.0316627
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gogoro,,,,,,,,,,,,,,,,,,,,,,121.5099101,25.0658605
,臺中市,TW,東勢區,,,263,,42343,,豐勢路,charging_station,,Gogoro 東勢豐勢店站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.8297391,24.2528393
,,,,,,,,,,,charging_station,,,"Tesla, Inc.",,Q478214,,,,,,,,,,,,,,,,,,,特斯拉 嘉義水牛公園超級充電站,,,,,,,,Tesla,,,,,,,,,Tesla,,,,,,,,,,,,,120.3875937,23.4966086
,臺中市,TW,潭子區,,,11,,,,中山路三段,charging_station,,寶熊漁樂碼頭站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.7059623,24.2204081
,屏東縣,TW,枋山鄉,,,53,,,台灣省,舊庄路,charging_station,,中油楓港加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.6897245,22.1991671
,屏東縣,TW,枋寮鄉,,,143,,,台灣省,中山路二段,charging_station,,7-ELEVEN 維軒店站,Gogoro Network,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,120.5957685,22.3827671
,臺東縣,TW,達仁鄉,,,216,,,台灣省,森永,charging_station,,7-ELEVEN 安朔店站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.8811502,22.2916162
,臺東縣,TW,大武鄉,,,8,,,台灣省,尚武路,charging_station,,中油大武加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.8948502,22.341632
,臺東縣,TW,太麻里鄉,,,157,,,台灣省,太麻里街,charging_station,,中油太麻里加油站,Gogoro 電池交換站,,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,,,121.0068252,22.6129544
,臺東縣,TW,台東市,,,89,,,台灣省,漢陽南路,charging_station,,全聯台東漢陽店站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.1379499,22.7420968
,臺東縣,TW,台東市,,,191之1,,,台灣省,新生路,charging_station,,Gogoro 台東新生門市站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.144778,22.7552258
,臺東縣,TW,卑南鄉,,,32,,,台灣省,忠孝路,charging_station,,中油初鹿加油站,Gogoro Network,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,121.0922716,22.8529643
,臺東縣,TW,池上鄉,,,25,,,台灣省,中山路,charging_station,,中油池上加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.2127979,23.1208515
,花蓮縣,TW,富里鄉,,,85,,,台灣省,中興路,charging_station,,中油富里加油站,Gogoro Network,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,121.2522139,23.1827391
,花蓮縣,TW,玉里鎮,,,219,,,台灣省,大同路,charging_station,,中油玉里加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.3124058,23.3336659
,花蓮縣,TW,瑞穗鄉,,,105,,,台灣省,中正南路一段,charging_station,,中油瑞穗加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.3761381,23.4911843
,花蓮縣,TW,光復鄉,,,232,,,台灣省,中山路一段,charging_station,,台糖大進加油站,Gogoro Network,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,121.4178213,23.6534092
,花蓮縣,TW,壽豐鄉,,,1,,,台灣省,壽豐路,charging_station,,中油壽豐加油站,Gogoro 電池交換站,Gogoro Network,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,,,121.5087426,23.8673732
,花蓮縣,TW,吉安鄉,,,262之1,,,台灣省,吉安路五段,charging_station,,7-ELEVEN 姐妹店站,Gogoro Network,,,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,英屬開曼群島商睿能新動力股份有限公司台灣分公司,,,,,,,,,,,,,,,,,,,,,,121.5502043,23.9535705
,花蓮縣,TW,吉安鄉,,,116,,,台灣省,南濱路一段,charging_station,,7-ELEVEN 南濱店站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.6014038,23.9556891
,花蓮縣,TW,吉安鄉,,,6,,,台灣省,中正路二段,charging_station,,中油南埔加油站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.5896018,23.9641341
,花蓮縣,TW,花蓮市,,,266,,,台灣省,中華路,charging_station,,Gogoro 花蓮中華授權經銷門市站,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.6002922,23.9753166
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4496373,23.4821495
,,,,,,,,,,,charging_station,,,ChargePoint,,Q5176149,,,,,,,,,yes,,,,,,,,,,ChargePoint,,,,,,,,ChargePoint,Q5176149,,,,,,,,,,,,,,,,,,,,,120.4440522,23.4545087
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.454186,23.4688106
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,Gogoro,,24/7,Gogoro,,,,,,,,,,,,,,,,,,,,,,121.5392067,25.0045327
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,yes,,,,,,,,,,GoStation,,,,,,,,gogoro,,,,,,,,,,,,,,,,,,,,,,120.4694739,23.477528
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,GoStation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4435727,23.4557261
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,GoStation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4422656,23.4745881
,,,,,,,,,,,charging_station,,,,,,,,,,,,,Gogoro scooter batteries station,yes,,,,,,,,,,Gogoro,,,,,,,,Gogoro,,,,,,,,,,,,,,,,,,,,,,121.5426019,25.053603
,,,,,,,,,,,charging_station,,,,,,,2,,,,,,,,,,,,,,,,,BMW i 直流高速充電站,,,,,,,,BMW,Q26678,,,,,,,,,,,,,,,,,,,,,121.4316672,25.0319072
,,,,,,,,,,,charging_station,,,Tesla Supercharger,,Q17089620,en:Tesla Supercharger,,,,,,,,,,,,,,,,,,Tesla Supercharger,,,,,,,,"Tesla, Inc.",Q478214,,,,,,,,Tesla,,,,,,,,,,,,,121.4309832,25.0343321
,,,,,,,,,,,charging_station,,,,,,,,,battery_swap,,,,,yes,,,,,,,,,,,,,,,Ionex,,24/7,光陽機車,,,,,,,,yes,,,,,,,,,,,,,,121.5384409,25.0040183
,臺中市,TW,潭子區,,,352-1,,,,中山路二段,charging_station,,臺鐵潭子車站,Gogoro 電池交換站,,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,,,120.7062765,24.2130359
,臺中市,TW,豐原區,,,136,,,,中興路,charging_station,,臺中市政府衛生局站,Gogoro 電池交換站,,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,,,120.7144247,24.2482461
,臺中市,TW,和平區,,,235-2,,,,東關路三段,charging_station,,全家和平農會店站,Gogoro 電池交換站,,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,,,120.8790733,24.1736041
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,,,121.3051184,25.0143029
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gogoro Taiwan,,,,,,,,,,,,,,,,,,,,,,121.4959855,25.078967
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.4910825,25.07215
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,,,121.2941035,24.9557994
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,,,121.2948077,24.9610848
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,Gogoro換電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5940535,25.0845401
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,40,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.2567532,24.9378262
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.4516445,25.2258639
,,,,,,,,,,,charging_station,,,,,,,2,,,,,,,,,,,,,,,,,YES!來電 電動車充電專用車位,,,,,,,,裕隆電能源股份有限公司,,,,,,,,,,,,,,,,,,,,,,121.4515377,25.22751
yes,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,yes,,,,,0,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.4470085,25.1668261
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,zh:Gogoro,,,,,,,,,,,,,,,,,,,,121.300697,24.9662097
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.2878512,24.910349
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,60,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.9941765,24.7838559
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.2836673,24.8984653
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.3055724,24.965533
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.5690533,24.2166834
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.9921606,24.781198
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.2302425,25.0275034
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2296034,23.0104041
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.2463379,22.9902334
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,24,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.2179834,23.0129162
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.6244596,24.1039918
,,,,,,,,,,,charging_station,,,,,,,,,,,,,,,,,,,,,,,,ionex換電站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.2945864,24.9654933
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,於全家便利商店(樹林三德店)外，旁邊有間小小的檳榔攤。,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,121.4127389,25.0129394
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.1908146,22.9920582
,,,,,,,,,,,charging_station,,,Gogoro 電池交換站,,Q19880591,,,,,,,,,,,,,,,,,,,Gogoro 電池交換站,,,,,,,,Gogoro 電池交換站,Q19880591,,,,,,,,,,,,,,,,,,,,,120.1888432,22.9921323
,,,,,,,,,,,charging_station,,,U-Power 新北林口站,,,,360kw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3804378,25.0767122
,,,,,,,,,,,charging_station,,,EValue,,,,7kw,,,,,,,yes,,,,,3,,,,,EValue 三井林口,,,,,,,,EValue,,,,,,,,,,,,,,,,,,,,,,121.3651784,25.0711405
,,,,,,,,,,,charging_station,,,BEGIN,,,,,,,,,,,yes,,,,,,,,,,BEGIN 林口惠民站,,,,,,,,BEGIN,,,,,,,,,,,,,,,,,,,,,,121.3569967,25.0669552
yes,,,,,,,,,,,charging_station,,,U-Power,,,,720kw,,,,,yes,,yes,,,,,,,,,,U-Power 台南裕農站,,,,,,,,U-Power,,,,yes,,,,,,,,,,,,,,,,,,120.2445923,22.9902051
